-2.95 1094.28 1.00741 0.142307 
-2.95 1324.06 0.983293 0.162873 
-2.95 1671.24 1.00005 0.134013 
-2.95 2179.92 1.00273 0.108291 
-2.95 2685.47 0.992339 0.0943732 
-2.95 3186.65 0.994062 0.0956013 
-2.95 3690.38 1.00824 0.0847452 
-2.95 4247.93 1.01133 0.0821732 
-2.85 901.083 1.0156 0.120593 
-2.85 1089.59 0.96351 0.158408 
-2.85 1317.15 0.974998 0.147248 
-2.85 1671.87 1.00035 0.120563 
-2.85 2179.96 0.999847 0.0930522 
-2.85 2685 0.995008 0.0893321 
-2.85 3189.85 0.995119 0.0800878 
-2.85 3686.67 1.00398 0.074443 
-2.85 4245.5 1.00598 0.0712042 
-2.75 893.4 1.00434 0.132863 
-2.75 1086.11 0.983324 0.146019 
-2.75 1315.44 0.997082 0.123839 
-2.75 1671 1.00304 0.103293 
-2.75 2180.09 0.999399 0.0842776 
-2.75 2685.27 0.995838 0.0762189 
-2.75 3191.38 0.998262 0.0733046 
-2.75 3685.65 1.00278 0.0704368 
-2.75 4247.78 1.0071 0.0673975 
-2.65 888.032 0.998123 0.144426 
-2.65 1082.79 0.99934 0.131456 
-2.65 1315.68 1.00517 0.109667 
-2.65 1670.39 1.00562 0.0917625 
-2.65 2179.75 0.999464 0.0788929 
-2.65 2689.76 0.99613 0.0712062 
-2.65 3187.83 1.0011 0.0671263 
-2.65 3684.43 1.0041 0.0635528 
-2.65 4245.46 1.00513 0.0585152 
-2.55 698.982 1.03174 0.123956 
-2.55 884.218 1.00171 0.145922 
-2.55 1081.93 1.02359 0.123283 
-2.55 1315.27 1.03785 0.100417 
-2.55 1670.24 1.03381 0.082757 
-2.55 2180.34 1.02994 0.0713038 
-2.55 2689.09 1.02549 0.0650119 
-2.55 3185.69 1.02795 0.0630984 
-2.55 3684 1.03088 0.0589718 
-2.55 4243.02 1.03271 0.0585509 
-2.45 689.156 1.02741 0.175141 
-2.45 879.933 1.02603 0.166436 
-2.45 1081.53 1.0374 0.137424 
-2.45 1314.59 1.03609 0.115137 
-2.45 1669 1.02817 0.0991914 
-2.45 2184.18 1.02286 0.0837787 
-2.45 2684.87 1.01883 0.0753214 
-2.45 3184.96 1.01962 0.0682944 
-2.45 3683.8 1.01935 0.0639971 
-2.45 4240.12 1.02092 0.0592694 
-2.35 549.683 1.01355 0.138741 
-2.35 682.221 0.977751 0.164733 
-2.35 878.095 0.998098 0.13622 
-2.35 1081.31 1.00411 0.11121 
-2.35 1314.03 0.999895 0.0984196 
-2.35 1669.48 0.997416 0.0857913 
-2.35 2184.54 0.995363 0.0739348 
-2.35 2683.75 0.995989 0.0668134 
-2.35 3184.41 0.996979 0.0608591 
-2.35 3683.15 0.99714 0.0560037 
-2.35 4240.96 0.995992 0.053302 
-2.25 546.859 0.993282 0.153619 
-2.25 676.951 0.988533 0.14904 
-2.25 878.229 0.998809 0.117499 
-2.25 1081.26 0.996937 0.101428 
-2.25 1314.3 0.994857 0.0912495 
-2.25 1673.13 0.994036 0.0800147 
-2.25 2179.08 0.995635 0.0698093 
-2.25 2683.57 0.996034 0.063222 
-2.25 3184.34 0.996668 0.0573695 
-2.25 3682.78 0.996036 0.0546458 
-2.25 4239.52 0.997271 0.052825 
-2.15 450.289 1.00947 0.128284 
-2.15 544.732 0.968864 0.156142 
-2.15 673.584 0.984827 0.133953 
-2.15 877.937 0.996465 0.105593 
-2.15 1081.18 0.994395 0.0953241 
-2.15 1314.29 0.994882 0.0846928 
-2.15 1676.99 0.993889 0.0754537 
-2.15 2178.43 0.995863 0.0665602 
-2.15 2682.42 0.996442 0.0609071 
-2.15 3184.56 0.996778 0.0561694 
-2.15 3682.26 0.996679 0.0522057 
-2.15 4236.89 0.996282 0.0511386 
-2.05 446.893 0.996189 0.136997 
-2.05 543.305 0.983657 0.141402 
-2.05 672.513 0.992807 0.12092 
-2.05 877.774 0.995732 0.0977063 
-2.05 1080.98 0.993641 0.0878917 
-2.05 1314.57 0.993451 0.0798139 
-2.05 1673.73 0.993496 0.069972 
-2.05 2177.77 0.994547 0.0627829 
-2.05 2682.68 0.995586 0.0573881 
-2.05 3183.53 0.996719 0.0519744 
-2.05 3682 0.995228 0.0504156 
-2.05 4235.65 0.996699 0.0463027 
-1.95 444.247 0.984022 0.145028 
-1.95 541.849 0.986861 0.130391 
-1.95 672.555 0.995595 0.110049 
-1.95 877.71 0.994695 0.0907 
-1.95 1081 0.993974 0.0809276 
-1.95 1317.63 0.993562 0.0741205 
-1.95 1669.05 0.994924 0.0665231 
-1.95 2177.43 0.995842 0.05874 
-1.95 2681.89 0.996876 0.0541464 
-1.95 3183.61 0.996967 0.0497106 
-1.95 3681.65 0.996531 0.046982 
-1.95 4235.48 0.997004 0.0448591 
-1.85 349.533 1.00628 0.123447 
-1.85 442.043 0.973819 0.144384 
-1.85 541.183 0.989463 0.125384 
-1.85 672.507 0.996927 0.104779 
-1.85 877.67 0.997409 0.0874315 
-1.85 1081.15 0.996395 0.0790259 
-1.85 1318.38 0.996696 0.0713776 
-1.85 1668.03 0.997479 0.064228 
-1.85 2176.7 0.998853 0.0576283 
-1.85 2681.77 0.999005 0.0528953 
