-2.95 109.416 1.01321 0.14513 
-2.95 132.288 1.00838 0.149887 
-2.95 167.098 1.01994 0.126155 
-2.95 215.553 1.0187 0.100491 
-2.95 261.022 1.00747 0.092826 
-2.95 327.911 1.01097 0.0907081 
-2.95 426.011 1.02357 0.0796797 
-2.95 519.802 1.0301 0.0708032 
-2.95 109.416 1.01321 0.14513 
-2.95 132.288 1.00838 0.149887 
-2.95 167.098 1.01994 0.126155 
-2.95 215.553 1.0187 0.100491 
-2.95 261.022 1.00747 0.092826 
-2.95 327.911 1.01097 0.0907081 
-2.95 426.011 1.02357 0.0796797 
-2.95 519.802 1.0301 0.0708032 
-2.85 109.451 0.985493 0.143363 
-2.85 132.346 0.994137 0.148381 
-2.85 167.372 1.0144 0.118246 
-2.85 215.738 1.01546 0.0958347 
-2.85 261.412 1.008 0.084423 
-2.85 329.436 1.00223 0.0787429 
-2.85 428.789 1.01285 0.0713648 
-2.85 525.435 1.0143 0.0641246 
-2.85 616.822 1.0097 0.0559621 
-2.85 109.451 0.985493 0.143363 
-2.85 132.346 0.994137 0.148381 
-2.85 167.372 1.0144 0.118246 
-2.85 215.738 1.01546 0.0958347 
-2.85 261.412 1.008 0.084423 
-2.85 329.436 1.00223 0.0787429 
-2.85 428.789 1.01285 0.0713648 
-2.85 525.435 1.0143 0.0641246 
-2.85 616.822 1.0097 0.0559621 
-2.75 109.473 1.00841 0.133038 
-2.75 132.355 1.004 0.134685 
-2.75 167.55 1.01166 0.111413 
-2.75 215.913 1.01099 0.0912112 
-2.75 261.849 1.00774 0.0827812 
-2.75 330.792 1.00168 0.0728306 
-2.75 431.063 1.00729 0.0686375 
-2.75 529.279 1.01196 0.0633045 
-2.75 625.182 1.01455 0.0577311 
-2.75 109.473 1.00841 0.133038 
-2.75 132.355 1.004 0.134685 
-2.75 167.55 1.01166 0.111413 
-2.75 215.913 1.01099 0.0912112 
-2.75 261.849 1.00774 0.0827812 
-2.75 330.792 1.00168 0.0728306 
-2.75 431.063 1.00729 0.0686375 
-2.75 529.279 1.01196 0.0633045 
-2.75 625.182 1.01455 0.0577311 
-2.65 109.507 1.02099 0.131879 
-2.65 132.429 1.00991 0.133845 
-2.65 167.678 1.0141 0.112756 
