-2.95 1094.28 1.00968 0.144308 
-2.95 1324.06 0.99261 0.155636 
-2.95 1671.24 1.00234 0.131928 
-2.95 2179.92 1.00404 0.101478 
-2.95 2685.47 0.992329 0.0960041 
-2.95 3186.65 0.997687 0.0963303 
-2.95 3690.38 1.00806 0.0894728 
-2.95 4247.93 1.01183 0.0813432 
-2.85 901.083 1.01526 0.120599 
-2.85 1089.59 0.973424 0.157781 
-2.85 1317.15 0.991844 0.14508 
-2.85 1671.87 1.00632 0.109994 
-2.85 2179.96 1.0017 0.0915178 
-2.85 2685 0.993472 0.0831513 
-2.85 3189.85 0.998193 0.0822535 
-2.85 3686.67 1.00615 0.0759506 
-2.85 4245.5 1.00702 0.0706989 
-2.75 893.4 1.00824 0.129227 
-2.75 1086.11 0.991929 0.140954 
-2.75 1315.44 0.998904 0.119993 
-2.75 1671 1.00347 0.0967294 
-2.75 2180.09 0.999968 0.084258 
-2.75 2685.27 0.99445 0.0759513 
-2.75 3191.38 1.00018 0.0738085 
-2.75 3685.65 1.0038 0.0697602 
-2.75 4247.78 1.00662 0.0665175 
-2.65 888.032 0.999845 0.140413 
-2.65 1082.79 0.997831 0.130873 
-2.65 1315.68 1.00152 0.110141 
-2.65 1670.39 1.0024 0.0931666 
-2.65 2179.75 1.00028 0.0811528 
-2.65 2689.76 0.995417 0.073848 
-2.65 3187.83 1.00026 0.0712592 
-2.65 3684.43 1.00387 0.0670089 
-2.65 4245.46 1.00588 0.0637902 
-2.55 698.982 1.01389 0.123504 
-2.55 884.218 0.980211 0.149798 
-2.55 1081.93 0.994846 0.12903 
-2.55 1315.27 1.00498 0.105397 
-2.55 1670.24 1.00142 0.0944894 
-2.55 2180.34 0.999932 0.0834764 
-2.55 2689.09 0.997558 0.0763111 
-2.55 3185.69 0.999872 0.0759241 
-2.55 3684 1.00333 0.0744943 
-2.55 4243.02 1.00491 0.071312 
-2.45 689.156 1.00996 0.171096 
-2.45 879.933 0.990727 0.172407 
-2.45 1081.53 0.999387 0.151245 
-2.45 1314.59 1.00349 0.129411 
-2.45 1669 0.999692 0.116371 
-2.45 2184.18 1.00029 0.100369 
-2.45 2684.87 0.999052 0.0906608 
-2.45 3184.96 0.99981 0.086519 
-2.45 3683.8 1.00143 0.0805592 
-2.45 4240.12 1.00213 0.0760717 
-2.35 549.683 1.01856 0.14397 
-2.35 682.221 0.987082 0.164898 
-2.35 878.095 0.996048 0.139206 
-2.35 1081.31 1.00344 0.113305 
-2.35 1314.03 1.00081 0.101942 
-2.35 1669.48 0.998888 0.0901826 
-2.35 2184.54 1.0003 0.0774057 
-2.35 2683.75 0.999421 0.0707383 
-2.35 3184.41 1.00024 0.0652261 
-2.35 3683.15 0.999901 0.0605813 
-2.35 4240.96 0.999964 0.0581078 
-2.25 546.859 1.00123 0.150252 
-2.25 676.951 0.995026 0.145991 
-2.25 878.229 1.00095 0.116795 
-2.25 1081.26 1.00214 0.10194 
-2.25 1314.3 0.999225 0.092331 
-2.25 1673.13 0.999711 0.0824953 
-2.25 2179.08 1.00018 0.0726008 
-2.25 2683.57 1.00016 0.0667239 
-2.25 3184.34 0.999863 0.0619722 
-2.25 3682.78 1.00003 0.0582659 
-2.25 4239.52 0.998807 0.054868 
-2.15 450.289 1.01608 0.12648 
-2.15 544.732 0.981104 0.152205 
-2.15 673.584 0.994608 0.132461 
-2.15 877.937 1.00248 0.105651 
-2.15 1081.18 1.00077 0.0943864 
-2.15 1314.29 0.999608 0.086164 
-2.15 1676.99 0.999989 0.0769004 
-2.15 2178.43 1.00004 0.0689998 
-2.15 2682.42 1.00026 0.0632001 
-2.15 3184.56 0.999956 0.0588641 
-2.15 3682.26 0.999661 0.0554159 
-2.15 4236.89 0.999102 0.053054 
-2.05 446.893 1.00544 0.136272 
-2.05 543.305 0.992582 0.140537 
-2.05 672.513 0.998496 0.117627 
-2.05 877.774 1.00232 0.0965739 
-2.05 1080.98 0.999847 0.0880717 
-2.05 1314.57 0.999329 0.0801434 
-2.05 1673.73 1.00018 0.0718742 
-2.05 2177.77 0.999819 0.0647127 
-2.05 2682.68 1.00025 0.0593273 
-2.05 3183.53 1.00002 0.055501 
-2.05 3682 0.999636 0.0527684 
-2.05 4235.65 0.99954 0.0493827 
-1.95 444.247 0.994197 0.141956 
-1.95 541.849 0.996128 0.128737 
-1.95 672.555 1.00198 0.108152 
-1.95 877.71 1.00155 0.0898609 
-1.95 1081 0.998937 0.0831387 
-1.95 1317.63 0.999852 0.0750246 
-1.95 1669.05 1.00015 0.0675955 
-1.95 2177.43 0.999956 0.0606295 
-1.95 2681.89 1.00025 0.0562055 
-1.95 3183.61 0.999982 0.0523804 
-1.95 3681.65 0.999759 0.049013 
-1.95 4235.48 0.999248 0.0463569 
-1.85 349.533 1.013 0.12461 
-1.85 442.043 0.982271 0.141971 
-1.85 541.183 0.993115 0.122782 
-1.85 672.507 1.00253 0.102305 
-1.85 877.67 1.00087 0.0875712 
-1.85 1081.15 0.999492 0.0793415 
-1.85 1318.38 1.00016 0.0724305 
-1.85 1668.03 0.999947 0.0657519 
-1.85 2176.7 0.999967 0.0588614 
-1.85 2681.77 1.0003 0.0544084 
-1.85 3182.63 1 0.0513245 
-1.85 3680.27 0.999444 0.0484129 
-1.85 4234.33 0.999115 0.0465153 
-1.75 345.271 1.00364 0.132265 
-1.75 440.227 0.991885 0.133112 
-1.75 541.306 0.999723 0.112625 
-1.75 672.302 1.00245 0.0970916 
-1.75 877.667 0.999728 0.0858884 
-1.75 1082.77 0.999452 0.0783366 
-1.75 1314.75 1.00011 0.0722335 
-1.75 1667.01 0.999879 0.0662223 
-1.75 2176.5 0.99984 0.0604995 
-1.75 2680.92 1.00022 0.0564992 
-1.75 3182.36 0.999996 0.0534272 
-1.75 3680.71 0.999942 0.051454 
-1.75 4230.24 0.998152 0.0483916 
-1.65 272.111 1.03212 0.1133 
-1.65 342.143 0.974945 0.14655 
-1.65 439.325 0.991338 0.128684 
-1.65 541.244 1.00192 0.108624 
-1.65 672.123 1.00173 0.0958299 
-1.65 877.786 0.999647 0.0867535 
-1.65 1083.81 1.00019 0.0805153 
-1.65 1313.83 0.999968 0.0758779 
-1.65 1666.65 0.999871 0.0706989 
-1.65 2175.91 0.999904 0.0657289 
